20131208002743,0
20131208002744,0
20131208002745,0
20131208002746,0
20131208002747,0
20131208002748,0
20131208002808,0
20131208002809,0
20131208002911,1
20131208002912,1
20131208002913,1
20131208004836,0
20131208004837,0
20131208004838,0
20131208004839,1
20131208004840,1
20131208005400,0
20131208010214,0
20131208010215,0
20131208023710,1
20131208023711,1
20131208023712,1
20131208023731,1
20131208023732,1
20131208023733,1
20131208023734,1
20131208023735,1
20131208023800,1
20131208023801,1
20131208023802,1
20131208023840,1
20131208023841,1
20131208023842,1
20131208023843,0
20131208023844,0
20131208023845,0
20131208023846,0
20131208023847,0
20131208023848,0
20131208023849,1
20131208023850,0
20131208023851,0
20131208023852,1
20131208023853,0
20131208023854,0
20131208023855,0
20131208023856,0
20131208023857,0
20131208023858,0
20131208023859,0
20131208023900,0
20131208023901,0
20131208023902,0
20131208023903,0
20131208023904,0
20131208023905,0
20131208023906,0
20131208023907,1
20131208023908,1
20131209155709,0
20131209155710,0
20131209155711,0
20131209155712,0
20131209155713,0
20131209155944,0
20131209155945,0
20131209155946,0
20131209155947,2
20131209155948,0
20131209155949,0
20131209155950,1
20131209155951,1
20131209155952,0
20131209155953,1
20131209155954,1
20131209155955,1
20131209155956,1
20131209155957,1
20131209160516,0
20131209160517,1
20131209160518,1
20131209160552,1
20131209160553,1
20131209160554,1
20131209160555,1
20131209160556,1
20131209160557,1
20131209160558,2
20131209160559,1
20131209160615,0
20131209160616,0
20131209160617,1
20131211165045,0
20131211165046,0
20131211165047,1
20131211165048,1
20131211165049,1
20131211165050,0
20131211165051,0
20131211165052,1
20131211165053,0
20131211165054,0
20131211165055,2
20131211165056,0
20131211165057,1
20131211165058,0
20131211165059,0
20131211165100,0
20131211165101,1
20131211165208,0
20131211165209,0
20131211165210,0
20131211173112,0
20131211173113,0
20131211173327,0
20131211173328,0
20131211173329,0
20131211173533,0
20131211173646,1
20131211173647,1
20131211173648,1
20131211173649,0
20131211173650,0
20131211173651,0
20131211173652,0
20131211173653,1
20131211173654,1
20131211173722,1
20131211173723,1
20131211173724,0
20131211173725,1
20131211173726,1
20131211173727,1
20131211173728,1
20131211173729,1
20131211173730,1
20131211174001,1
20131211174002,1
20131211174019,1
20131211174020,1
20131211195842,1
20131211200600,1
20131211200601,1
20131211200602,1
20131211200603,0
20131211200918,0
20131211201211,1
20131211201212,0
20131211201508,1
20131211201510,2
20131211201512,2
20131211202621,4
20131211202647,3
20131211202649,1
20131211202651,1
20131211202707,1
20131211202709,1
20131211202711,1
20131211202719,1
20131211202720,1
20131211202721,0
20131211202722,1
20131211202723,1
20131211202724,1
20131211202725,1
20131211203440,0
20131211203441,2
20131211203659,0
20131211203700,0
20131211203701,0
20131211203927,1
20131211203928,0
20131211203929,0
20131211203930,1
20131211203931,0
20131211203932,2
20131211204759,0
20131211204800,1
20131211204801,2
20131211204802,1
20131211204803,0
20131211204822,1
20131211204823,1
20131211204824,2
20131211204825,1
20131211204904,1
20131211204905,1
20131211204906,1
20131211204919,2
20131211204921,2
20131211204921,1
20131211204923,2
20131211204923,0
20131211204924,1
20131211204925,0
20131211204926,0
20131211204938,1
20131211204940,1
20131211205244,1
20131211210203,0
20131211210204,1
20131211211514,0
20131211211515,1
20131211211516,2
20131211212503,0
20131211212504,0
20131211212505,0
20131211212506,1
20131211212507,1
20131211212508,2
20131211212529,1
20131211212530,3
20131211212532,2
20131211212550,3
20131211212553,3
20131211213637,0
20131211213638,3
20131211213638,0
20131211213639,0
20131211213814,1
20131211213814,1
20131211213815,1
20131211213815,1
20131211213816,1
20131211213816,2
20131211213817,1
20131211213817,0
20131211213919,1
20131211213919,0
20131211213920,0
20131211213920,2
20131211213921,1
20131211213921,0
20131211213921,1
20131211213922,1
20131211213922,1
20131211213923,1
20131211213923,1
20131211213923,1
20131211214006,0
20131211214007,1
20131211214007,0
20131211214007,2
20131211214008,0
20131211214008,0
20131211214009,2
20131211214009,2
20131211214010,1
20131211214010,2
20131211214010,0
20131211214011,0
20131211214011,0
20131211214012,1
20131211214012,0
20131211214013,0
20131211214020,3
20131211214021,2
20131211223343,0
20131211223344,0
20131211223345,1
20131211223346,1
20131211223347,0
20131211223348,0
20131211223404,1
20131211223405,0
20131211223406,0
20131211223406,0
20131211223408,2
20131211223408,2
20131211223410,0
20131211223410,3
20131211223412,2
20131211223413,1
20131211223414,2
20131211223415,1
20131211223415,1
20131211223417,1
20131211223418,2
20131211223418,1
20131211223542,1
20131211223543,2
20131211223544,1
20131211223602,1
20131211223603,2
20131211223604,1
20131211223605,0
20131211223916,1
20131211223917,2
20131211223918,0
20131211223919,0
20131211223920,0
20131211223921,1
20131211223922,2
20131211223923,0
20131211223924,2
20131211223925,1
20131211223926,1
20131211223927,1
20131211223929,1
20131211223930,1
20131211223930,1
20131211223942,1
20131211223943,1
20131211223944,1
20131211223945,1
20131211223946,1
20131211223947,1
20131211223948,1
20131211223949,1
20131211223950,1
20131211223951,2
20131211223952,1
20131211223953,1
20131211223954,1
20131211223955,1
20131211223956,1
20131211223957,2
20131211224212,0
20131211224213,0
20131211224214,0
20131211224215,1
20131211224416,0
20131211224417,0
20131211224418,0
20131211224419,1
20131211224543,0
20131211224544,1
20131211224545,1
20131211224546,1
20131211225215,1
20131211225216,2
20131211225224,1
20131211225225,2
20131211225226,1
20131211225235,1
20131211225236,1
20131211225237,1
20131211225238,1
20131211225239,1
20131211225240,1
20131211225241,1
20131211225242,1
20131211225243,1
20131211225244,1
20131211225245,1
20131211225246,1
20131211225247,0
20131211225248,0
20131211225249,0
